,property,location,price,area,furnished status,additional details
769,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",51.22 L,1246,Ready to move Construction Status,0 - 1 year oldNew
770,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",45.4 L,1095,Ready to move Construction Status,0 - 1 year oldNew
771,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",47.83 L,1158,Ready to move Construction Status,0 - 1 year oldNew
772,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",45.25 L,1091,Ready to move Construction Status,0 - 1 year oldNew
773,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",48.29 L,1170,Ready to move Construction Status,0 - 1 year oldNew
774,3 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",67.64 L,1672,Ready to move Construction Status,0 - 1 year oldNew
775,3 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",57.7 L,1414,Ready to move Construction Status,0 - 1 year oldNew
776,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",52.53 L,1280,Ready to move Construction Status,0 - 1 year oldNew
777,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",49.3 L,1196,Ready to move Construction Status,0 - 1 year oldNew
778,3 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",67.1 L,1658,Ready to move Construction Status,0 - 1 year oldNew
779,2 BHK Apartment in Yuva Sunrise,"Anekal City, Bangalore",43.94 L,1057,Ready to move Construction Status,0 - 1 year oldNew
780,4 BHK Independent House in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.85 Cr,2036,Under Construction Construction Status,Possession by Jul 2025New
781,3 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.36 Cr,1531,Under Construction Construction Status,Possession by Jul 20252 BathroomsNew
782,2 BHK Apartment in Elegant Tranquility,"Rajarajeshwari Nagar, Bangalore",1.1 Cr,1231,Under Construction Construction Status,Possession by Jul 2025New
783,3 BHK Apartment in Nambiar Millennia,"Anekal City, Bangalore",97.35 L,1312,Under Construction Construction Status,Possession by Oct 2026New
784,2 BHK Apartment in Nambiar Millennia,"Anekal City, Bangalore",87.18 L,1175,Under Construction Construction Status,Possession by Oct 2026New
785,2 BHK Apartment in Nambiar Millennia,"Anekal City, Bangalore",69 L,930,Under Construction Construction Status,Possession by Oct 2026New
786,3 BHK Apartment in Nambiar Millennia,"Anekal City, Bangalore",1.09 Cr,1480,Under Construction Construction Status,Possession by Oct 2026New
787,2 BHK Apartment in Nambiar Millennia,"Anekal City, Bangalore",58.76 L,792,Under Construction Construction Status,Possession by Oct 2026New
788,2 BHK Apartment in Nambiar Millennia,"Anekal City, Bangalore",73.45 L,990,Under Construction Construction Status,Possession by Oct 2026New
789,3 BHK Apartment in Nambiar Millennia,"Anekal City, Bangalore",1.03 Cr,1400,Under Construction Construction Status,Possession by Oct 2026New
790,2 BHK Apartment in Nambiar Millennia,"Anekal City, Bangalore",60.32 L,813,Under Construction Construction Status,Possession by Oct 2026New
791,2 BHK Apartment in Bhartiya Nikoo Homes VI Phase 1,"Kogilu, Bangalore",1.14 Cr,1140,Under Construction Construction Status,Possession by Jan 2029New
792,2 BHK Apartment in Bhartiya Nikoo Homes VI Phase 1,"Kogilu, Bangalore",1.19 Cr,1198,Under Construction Construction Status,Possession by Jan 2029New
793,4 BHK Independent House in B Kumar And Brothers The Passion Group,"Banaswadi, Bangalore",14.64 Cr,5211,Ready to move Construction Status,5 - 6 years old4 BathroomsNew
794,Residential Plot in Aashrithaa Venus County,"Jigani, Bangalore",35 L,1200,Resale New/Resale,1 L booking amount
795,Residential Plot,"Jigani, Bangalore",36 L,1200,Resale New/Resale,2 open sides 1 L booking amountEast facing
796,2 BHK Apartment in Prestige Meridian Park Phase 3,"Sarjapur Road Post Railway Crossing, Bangalore",1.3 Cr,1245,Under Construction Construction Status,Possession by Feb 2026New
797,3 BHK Apartment in Prestige Meridian Park Phase 3,"Sarjapur Road Post Railway Crossing, Bangalore",1.72 Cr,1641,Under Construction Construction Status,Possession by Feb 2026New
798,3 BHK Apartment in Prestige Meridian Park Phase 3,"Sarjapur Road Post Railway Crossing, Bangalore",1.71 Cr,1629,Under Construction Construction Status,Possession by Feb 20263 BathroomsNew
799,4 BHK Apartment in Sobha Royal Pavilion Phase 1 Wing 6 And 7,"Sarjapur Road Wipro To Railway Crossing, Bangalore",3.13 Cr,1633,Ready to move Construction Status,0 - 1 year oldNew
800,3 BHK Apartment in Brigade Tranquil At Brigade Cornerstone Utopia,"Varthur, Bangalore",1.59 Cr,1389,Under Construction Construction Status,Possession by Aug 2025New
801,2 BHK Apartment in Brigade Tranquil At Brigade Cornerstone Utopia,"Varthur, Bangalore",1.44 Cr,1259,Under Construction Construction Status,Possession by Aug 2025New
802,2 BHK Apartment in Brigade Tranquil At Brigade Cornerstone Utopia,"Varthur, Bangalore",1.44 Cr,1256,Under Construction Construction Status,Possession by Aug 2025New
803,3 BHK Apartment in Brigade Tranquil At Brigade Cornerstone Utopia,"Varthur, Bangalore",2.18 Cr,1897,Under Construction Construction Status,Possession by Aug 2025New
804,3 BHK Apartment in Brigade Tranquil At Brigade Cornerstone Utopia,"Varthur, Bangalore",1.91 Cr,1667,Under Construction Construction Status,Possession by Aug 2025New
805,4 BHK Apartment in Sobha Royal Pavilion Phase 1 Wing 6 And 7,"Sarjapur Road Wipro To Railway Crossing, Bangalore",3.13 Cr,1633,Ready to move Construction Status,0 - 1 year oldNew
806,2 BHK Apartment in Sobha Royal Pavilion Phase 1 Wing 6 And 7,"Sarjapur Road Wipro To Railway Crossing, Bangalore",1.79 Cr,934,Ready to move Construction Status,0 - 1 year oldNew
807,4 BHK Apartment in Sobha Royal Pavilion Phase 1 Wing 6 And 7,"Sarjapur Road Wipro To Railway Crossing, Bangalore",3.12 Cr,1627,Ready to move Construction Status,0 - 1 year oldNew
808,3 BHK Apartment in Sobha Royal Pavilion Phase 1 Wing 6 And 7,"Sarjapur Road Wipro To Railway Crossing, Bangalore",2.07 Cr,1078,Ready to move Construction Status,0 - 1 year oldNew
809,4 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",1.78 Cr,2137,Ready to move Construction Status,1 - 2 years oldNew
810,3 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",1.45 Cr,1735,Ready to move Construction Status,1 - 2 years oldNew
811,2 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",1.12 Cr,1340,Ready to move Construction Status,1 - 2 years oldNew
812,2 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",1.13 Cr,1350,Ready to move Construction Status,1 - 2 years oldNew
813,5 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",2.25 Cr,2690,Ready to move Construction Status,1 - 2 years oldNew
814,5 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",2.2 Cr,2634,Ready to move Construction Status,1 - 2 years oldNew
815,2 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",1.11 Cr,1335,Ready to move Construction Status,1 - 2 years oldNew
816,4 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",1.67 Cr,2002,Ready to move Construction Status,1 - 2 years oldNew
817,4 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",1.7 Cr,2034,Ready to move Construction Status,1 - 2 years oldNew
818,3 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",1.42 Cr,1700,Ready to move Construction Status,1 - 2 years old3 BathroomsNew
819,2 BHK Apartment in Arsis Green Hills,"Krishnarajapura, Bangalore",1.17 Cr,1405,Ready to move Construction Status,1 - 2 years oldNew
